code_only,Prompt,Result
"```python
import heapq
from typing import List

def max_performance(n: int, k: int, speed: List[int], efficiency: List[int]) -> int:
    engineers = sorted(zip(efficiency, speed), reverse=True)
    min_heap = []
    speed_sum = 0
    max_performance = 0

    for e, s in engineers:
        speed_sum += s
        heapq.heappush(min_heap, s)

        if len(min_heap) > k:
            speed_sum -= heapq.heappop(min_heap)

        max_performance = max(max_performance, speed_sum * e)

    return max_performance % (10**9 + 7)
```

",,
"```python
def findTheDistanceValue(arr1, arr2, d):
    distance = 0
    for a in arr1:
        found = True
        for b in arr2:
            if abs(a - b) <= d:
                found = False
                break
        if found:
            distance += 1
    return distance
```

",,
"```python
def shiftGrid(grid, k):
    m, n = len(grid), len(grid[0])
    k %= (m * n)
    res = [[0] * n for _ in range(m)]
    for i in range(m):
        for j in range(n):
            idx = (i * n + j + k) % (m * n)
            res[idx // n][idx % n] = grid[i][j]
    return res
```


",,
"```python
def maxSumDivThree(nums):
    dp = [0, 0, 0]
    for num in nums:
        temp = dp[:]
        for s in temp:
            dp[(s + num) % 3] = max(dp[(s + num) % 3], s + num)
    return dp[0]
```

",,
"```python
def sum_of_four_divisors(nums):
    total_sum = 0
    for num in nums:
        count = 0
        div_sum = 0
        i = 1
        while i * i <= num:
            if num % i == 0:
                count += 1 if i * i == num else 2
                div_sum += i + (num // i)
                if count > 4:
                    break
            i += 1
        if count == 4:
            total_sum += div_sum
    return total_sum
```

",,
"```python
def hasValidPath(grid):
    m, n = len(grid), len(grid[0])

    directions = [(0, -1), (-1, 0), (0, 1), (1, 0)]
    allowed = [[], [0, 2], [1, 3], [0, 1], [0, 3], [1, 2], [1, 0]]

    visited = [[False] * n for _ in range(m)]

    def dfs(i, j):
        if i == m - 1 and j == n - 1:
            return True

        visited[i][j] = True
        for dir in allowed[grid[i][j]]:
            x, y = i + directions[dir][0], j + directions[dir][1]
            if 0 <= x < m and 0 <= y < n and not visited[x][y] and (dir + 2) % 4 in allowed[grid[x][y]]:
                if dfs(x, y):
                    return True
        return False

    return dfs(0, 0)
```

",,
"```python
def find_lucky(arr):
    freq = {}
    for num in arr:
        freq[num] = freq.get(num, 0) + 1
    max_lucky = -1
    for num, count in freq.items():
        if num == count:
            max_lucky = max(max_lucky, num)
    return max_lucky
```

",,
"```python
def minTimeToVisitAllPoints(points: List[List[int]]) -> int:
    time = 0
    for i in range(1, len(points)):
        dx = abs(points[i][0] - points[i-1][0])
        dy = abs(points[i][1] - points[i-1][1])
        time += max(dx, dy)
    return time
```


",,
"```python
class UndergroundSystem:

    def __init__(self):
        self.check_in_info = dict()
        self.journey_data = dict()

    def check_in(self, id: int, station_name: str, t: int) -> None:
        self.check_in_info[id] = (station_name, t)

    def check_out(self, id: int, station_name: str, t: int) -> None:
        start_station, start_time = self.check_in_info[id]
        route = (start_station, station_name)
        duration = t - start_time
        if route not in self.journey_data:
            self.journey_data[route] = (0, 0)
        prev_duration, count = self.journey_data[route]
        self.journey_data[route] = (prev_duration + duration, count + 1)

    def get_average_time(self, start_station: str, end_station: str) -> float:
        route = (start_station, end_station)
        duration, count = self.journey_data[route]
        return duration / count
```

",,
"```python
from bisect import bisect_left

def suggestedProducts(products, searchWord):
    products.sort()
    result = []
    current_prefix = """"
    
    for letter in searchWord:
        current_prefix += letter
        index = bisect_left(products, current_prefix)
        suggestions = []
        
        for i in range(3):
            if index < len(products) and products[index].startswith(current_prefix):
                suggestions.append(products[index])
                index += 1
            else:
                break
        
        result.append(suggestions)
    
    return result
```

",,
"```python
def countLargestGroup(n: int) -> int:
    groups = [0] * 37
    largest_group_size = 0
    count_largest_groups = 0

    for i in range(1, n + 1):
        sum_of_digits = sum(map(int, str(i)))
        groups[sum_of_digits] += 1
        if groups[sum_of_digits] > largest_group_size:
            largest_group_size = groups[sum_of_digits]
            count_largest_groups = 1
        elif groups[sum_of_digits] == largest_group_size:
            count_largest_groups += 1

    return count_largest_groups
```

",,
"```python
def tictactoe(moves):
    grid = [[0] * 3 for _ in range(3)]
    player = 1
    for move in moves:
        r, c = move
        grid[r][c] = player
        if (all(grid[i][c] == player for i in range(3)) or
            all(grid[r][i] == player for i in range(3)) or
            (r == c and all(grid[i][i] == player for i in range(3))) or
            (r + c == 2 and all(grid[i][2 - i] == player for i in range(3)))):
            return 'A' if player == 1 else 'B'
        player = 3 - player
    
    return 'Draw' if len(moves) == 9 else 'Pending'
```


",,
"```python
def checkOverlap(radius, xCenter, yCenter, x1, y1, x2, y2):
    xClosest = max(x1, min(xCenter, x2))
    yClosest = max(y1, min(yCenter, y2))
    return (xCenter - xClosest) ** 2 + (yCenter - yClosest) ** 2 <= radius ** 2
```

",,
"```python
def countSquares(matrix: List[List[int]]) -> int:
    m, n, ans = len(matrix), len(matrix[0]), 0
    dp = [[0] * n for _ in range(m)]
    for i in range(m):
        for j in range(n):
            if i == 0 or j == 0:
                dp[i][j] = matrix[i][j]
            elif matrix[i][j]:
                dp[i][j] = min(dp[i-1][j-1], dp[i-1][j], dp[i][j-1]) + 1
            ans += dp[i][j]
    return ans
```

",,
"```python
def min_changes_to_divide_string(s, k):
    n = len(s)
    if n % k != 0:
        return -1
    chunk_count = n // k
    res = 0
    for i in range(k):
        counts = [0] * 26
        for j in range(i, n, k):
            counts[ord(s[j]) - ord('a')] += 1
        max_count = max(counts)
        res += chunk_count - max_count
    return res
```

",,
"```python
def num_steps(s: str) -> int:
    steps = 0
    carry = 0
    
    for c in reversed(s[1:]):
        bit = int(c)
        if bit and carry:
            carry = 1
            steps += 2
        elif bit or carry:
            carry ^= 1
            steps += 2
        else:
            steps += 1
            
    return steps + carry
```

",,
"```python
import heapq

def longest_diverse_string(a: int, b: int, c: int) -> str:
    result = """"
    pq = [(-a, 'a'), (-b, 'b'), (-c, 'c')]
    heapq.heapify(pq)
    
    while pq:
        first = heapq.heappop(pq)
        if not result or result[-1] != first[1]:
            result += first[1]
            first = (first[0] + 1, first[1])
            if first[0] < 0:
                heapq.heappush(pq, first)
        elif pq:
            second = heapq.heappop(pq)
            result += second[1]
            second = (second[0] + 1, second[1])
            if second[0] < 0:
                heapq.heappush(pq, second)
            if first[0] < 0:
                heapq.heappush(pq, first)
        else:
            break
            
    return result
```

",,
"```python
def stoneGameIII(stoneValue):
    n = len(stoneValue)
    dp = [float(""-inf"")] * (n + 1)
    dp[n] = 0
    
    for i in range(n - 1, -1, -1):
        curr = 0
        for j in range(3):
            if i + j < n:
                curr += stoneValue[i + j]
                dp[i] = max(dp[i], curr - dp[i + j + 1])
                
    return ""Tie "" if dp[0] == 0 else ""Alice "" if dp[0] > 0 else ""Bob ""
```


",,
"```python
import math

def smallest_divisor(nums, threshold):
    left, right = 1, 10**6
    while left < right:
        mid = (left + right) // 2
        total = sum(math.ceil(n / mid) for n in nums)
        if total > threshold:
            left = mid + 1
        else:
            right = mid
    return left
```

",,
"```python
from collections import deque

def minNumberOfFlips(mat):
    m, n = len(mat), len(mat[0])
    steps = 0
    dirs = [(0, 1), (0, -1), (1, 0), (-1, 0), (0, 0)]

    def encode(i, j):
        return i * n + j

    while True:
        flipped = 0
        que = deque()

        for i in range(m):
            for j in range(n):
                if mat[i][j] == 1:
                    que.append(encode(i, j))

        while que:
            cur = que.popleft()
            cur_i, cur_j = divmod(cur, n)

            for dx, dy in dirs:
                ni, nj = cur_i + dx, cur_j + dy
                if 0 <= ni < m and 0 <= nj < n:
                    mat[ni][nj] ^= 1
                    flipped += 1

        if flipped == 0:
            break
        steps += flipped

    for row in mat:
        if any(cell == 1 for cell in row):
            return -1

    return steps
```

",,
"```python
def entity_parser(text: str) -> str:
    entities = {
        ""&quot;"": ""\"""",
        ""&apos;"": ""'"",
        ""&amp;"": ""&"",
        ""&gt;"": "">"",
        ""&lt;"": ""<"",
        ""&frasl;"": ""/"",
    }
    
    result = []
    current_entity = []
    in_entity = False
    
    for c in text:
        if in_entity:
            current_entity.append(c)
            if c == ';':
                entity = ''.join(current_entity)
                if entity in entities:
                    result.append(entities[entity])
                else:
                    result.extend(current_entity)
                in_entity = False
                current_entity.clear()
        else:
            if c == '&':
                in_entity = True
                current_entity.append(c)
            else:
                result.append(c)

    return ''.join(result)
```

",,
"```python
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def getDecimalValue(head: ListNode) -> int:
    num = 0
    while head:
        num = (num << 1) | head.val
        head = head.next
    return num
```

",,
"```python
def maxSideLength(mat, threshold):
    m, n = len(mat), len(mat[0])
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    ans = 0

    for i in range(1, m + 1):
        for j in range(1, n + 1):
            dp[i][j] = mat[i - 1][j - 1] + dp[i][j - 1] + dp[i - 1][j] - dp[i - 1][j - 1]
            k = ans + 1
            if i >= k and j >= k and dp[i][j] - dp[i][j - k] - dp[i - k][j] + dp[i - k][j - k] <= threshold:
                ans += 1

    return ans
```

",,
"```python
from collections import deque

def shortestPath(grid, k):
    m, n = len(grid), len(grid[0])
    queue = deque([(0, 0, 0, k)])
    visited = [[[False] * (k + 1) for _ in range(n)] for _ in range(m)]

    while queue:
        x, y, step, remaining_k = queue.popleft()

        if x == m - 1 and y == n - 1:
            return step
        if visited[x][y][remaining_k]:
            continue
        visited[x][y][remaining_k] = True

        directions = [(-1, 0), (1, 0), (0, -1), (0, 1)]

        for dx, dy in directions:
            nx, ny = x + dx, y + dy

            if 0 <= nx < m and 0 <= ny < n:
                if grid[nx][ny] == 1 and remaining_k > 0:
                    queue.append((nx, ny, step + 1, remaining_k - 1))
                elif grid[nx][ny] == 0:
                    queue.append((nx, ny, step + 1, remaining_k))

    return -1
```

",,
"```python
class Solution:
    def generate_strings(self, n: int, current: str, strings: list) -> None:
        if n == 0:
            strings.append(current)
            return
        for c in ""abc"":
            if not current or current[-1] != c:
                self.generate_strings(n - 1, current + c, strings)

    def getHappyString(self, n: int, k: int) -> str:
        strings = []
        self.generate_strings(n, """", strings)
        return strings[k - 1] if k <= len(strings) else """"
```

",,
"```python
def numDecodings(s: str, k: int) -> int:
    n = len(s)
    dp = [0] * (n + 1)
    dp[n] = 1
    MOD = 1000000007

    for i in range(n - 1, -1, -1):
        num = 0
        for j in range(i, n):
            num = num * 10 + int(s[j])
            if num >= 1 and num <= k:
                dp[i] = (dp[i] + dp[j + 1]) % MOD
            if num > k:
                break

    return dp[0]
```

",,
"```python
from collections import deque

def reformat(s: str) -> str:
    letters, digits = deque(), deque()

    for c in s:
        if c.isalpha():
            letters.append(c)
        else:
            digits.append(c)

    if abs(len(letters) - len(digits)) > 1:
        return """"

    result = []
    use_letter = len(letters) > len(digits)

    while letters or digits:
        if use_letter:
            result.append(letters.popleft())
        else:
            result.append(digits.popleft())
        use_letter = not use_letter

    return ''.join(result)
```

",,
"```python
from collections import defaultdict
from typing import List

def displayTable(orders: List[List[str]]) -> List[List[str]]:
    tables = defaultdict(lambda: defaultdict(int))
    foodSet = set()

    for order in orders:
        tableNumber = int(order[1])
        foodItem = order[2]
        tables[tableNumber][foodItem] += 1
        foodSet.add(foodItem)

    foodList = sorted(foodSet)
    result = [[""Table""] + foodList]

    for tableNumber, table in sorted(tables.items()):
        row = [str(tableNumber)]
        row.extend(str(table[foodItem]) for foodItem in foodList)
        result.append(row)

    return result
```

",,
"```python
def minNumberOfFrogs(croakOfFrogs: str) -> int:
    counter = [0] * 5
    frogs = max_frogs = 0
    for ch in croakOfFrogs:
        idx = 'croak'.index(ch)
        counter[idx] += 1
        if idx == 0:
            max_frogs = max(max_frogs, frogs + 1)
            frogs += 1
        else:
            counter[idx - 1] -= 1
            if counter[idx - 1] < 0:
                return -1
            if idx == 4:
                frogs -= 1
    return max_frogs if all(count == counter[0] for count in counter) else -1
```

",,
"```python
def waysToBuildArray(n, m, k):
    mod = 10**9 + 7
    dp = [[0] * (k+1) for _ in range(n+1)]
    dp[0][0] = 1
    for i in range(1, n+1):
        for j in range(k+1):
            for x in range(1, m+1):
                if j < i * (x-1):
                    dp[i][j] = (dp[i][j] + dp[i-1][j-(i-1)*(x-1)]) % mod
    return dp[n][k]
```

",,
"```python
from collections import Counter

def is_possible_divide(nums: List[int], k: int) -> bool:
    counts = Counter(nums)
    
    for key in sorted(counts):
        if counts[key] > 0:
            for i in range(k-1, -1, -1):
                if counts[key+i] < counts[key]:
                    return False
                counts[key+i] -= counts[key]
    
    return True
```

",,
"```python
def max_substring_occurrences(s: str, k: int) -> int:
    freq = {}
    res = 0
    for c in s:
        freq[c] = freq.get(c, 0) + 1
        if len(freq) <= k:
            res = max(res, freq[c])
    return 0 if len(freq) > k else res
```


",,
"```python
from collections import deque

def maxCandies(status, candies, keys, containedBoxes, initialBoxes):
    max_candies = 0
    visited = set()
    to_process = deque(initialBoxes)

    while to_process:
        box = to_process.popleft()

        if box in visited:
            continue

        visited.add(box)

        if status[box]:
            max_candies += candies[box]
            for key in keys[box]:
                status[key] = 1
                if key in visited:
                    to_process.append(key)
            for contained in containedBoxes[box]:
                to_process.append(contained)
        else:
            to_process.append(box)

    return max_candies
```

",,
"```python
def maxSum(nums, k):
    n = len(nums)
    dp = [0] * (n + 1)
    pq = []
    sum_ = 0

    for i in range(n):
        if i >= k:
            pq.remove(-(dp[i] - nums[i]))  # Remove element from pq
        heapq.heappush(pq, -(dp[i] - nums[i]))  # Push in the negative for max heap
        dp[i + 1] = max(dp[i], nums[i] - pq[0])
        sum_ = max(sum_, dp[i + 1])

    return sum_
```

",,
"```python
def sum_zero(n):
    res = []
    for i in range(1, (n // 2) + 1):
        res.append(i)
        res.append(-i)
    if n % 2 != 0:
        res.append(0)
    return res
```

",,
"```python
class TreeNode:
    def __init__(self, val=0, left=None, right=None):
        self.val = val
        self.left = left
        self.right = right

def inorder(root):
    output = []
    stack = []
    current = root

    while current or stack:
        while current:
            stack.append(current)
            current = current.left
        current = stack.pop()
        output.append(current.val)
        current = current.right

    return output

def getAllElements(root1, root2):
    tree1 = inorder(root1)
    tree2 = inorder(root2)
    result = []
    i, j = 0, 0

    while i < len(tree1) or j < len(tree2):
        if i < len(tree1) and (j >= len(tree2) or tree1[i] <= tree2[j]):
            result.append(tree1[i])
            i += 1
        else:
            result.append(tree2[j])
            j += 1

    return result
```

",,
"```python
def canReach(arr: List[int], start: int) -> bool:
    if 0 <= start < len(arr) and arr[start] >= 0:
        if arr[start] == 0:
            return True
        
        jump = arr[start]
        arr[start] = -arr[start]
        return canReach(arr, start + jump) or canReach(arr, start - jump)
    return False
```

",,
"```python
def is_solvable(words, result):
    return sum(words.values()) % 10 == result % 10
```

",,
"```python
class TreeNode:
    def __init__(self, val=0, left=None, right=None):
        self.val = val
        self.left = left
        self.right = right

def isValidSequence(root, arr, index=0):
    if not root or index >= len(arr) or arr[index] != root.val:
        return False
    if not root.left and not root.right:
        return index == len(arr) - 1
    return isValidSequence(root.left, arr, index + 1) or isValidSequence(root.right, arr, index + 1)
```

",,
"```python
from collections import defaultdict

def find_ancestors(node, adj_list, visited, ans):
    if visited[node]:
        return
    visited[node] = True
    for ancestor in adj_list[node]:
        ans.append(ancestor)
        find_ancestors(ancestor, adj_list, visited, ans)

def find_ancestors_in_dag(n, edges):
    adj_list = defaultdict(list)
    for edge in edges:
        adj_list[edge[1]].append(edge[0])
    ans = []
    for i in range(n):
        visited = [False] * n
        ancestors = []
        find_ancestors(i, adj_list, visited, ancestors)
        ans.append(sorted(ancestors))
    return ans
```


",,
"```python
def max_diff(num):
    a, b = -1, -1
    num_str = str(num)
    for c in num_str:
        if a == -1 and c != '9':
            a = int(c)
        if b == -1 and c > '1':
            b = int(c)
        if a != -1 and b != -1:
            break
            
    result = 0
    for c in num_str:
        if int(c) == a:
            result = result * 10 + 9
        elif int(c) == b:
            result = result * 10 + (1 if c == num_str[0] else 0)
        else:
            result = result * 10 + int(c)
    return result - num
```


",,
"```python
class Encrypter:
    def __init__(self, keys, values, dictionary):
        self.encrypt_map = dict(zip(keys, values))
        self.decrypt_map = dict(zip(values, keys))
        self.dictionary = set(dictionary)
    
    def encrypt(self, original):
        result = []
        for c in original:
            if c not in self.encrypt_map:
                return """"
            result.append(self.encrypt_map[c])
        return """".join(result)

    def decrypt(self, encrypted):
        result = []
        for i in range(0, len(encrypted), 2):
            temp = encrypted[i:i+2]
            if temp not in self.decrypt_map:
                return """"
            result.append(self.decrypt_map[temp])
        
        decrypted = """".join(result)
        if decrypted not in self.dictionary:
            return """"
        return decrypted
```

",,
"```python
def freqAlphabets(s):
    result = []
    i = 0
    while i < len(s):
        if i + 2 < len(s) and s[i + 2] == '#':
            result.append(chr(ord('a') + int(s[i:i + 2]) - 1))
            i += 3
        else:
            result.append(chr(ord('a') + int(s[i]) - 1))
            i += 1
    return ''.join(result)
```

",,
"```python
from collections import deque
from collections import defaultdict

def watched_videos_by_friends(watched_videos, friends, id, level):
    visited = set()
    q = deque([(id, 0)])
    video_freq = defaultdict(int)

    while q:
        current_id, current_level = q.popleft()

        if current_level == level:
            for video in watched_videos[current_id]:
                video_freq[video] += 1
        elif current_level < level:
            for friend_id in friends[current_id]:
                if friend_id not in visited:
                    visited.add(friend_id)
                    q.append((friend_id, current_level + 1))

    result = sorted(video_freq.keys(), key=lambda x: (video_freq[x], x))

    return result
```

",,
"```python
def min_steps_to_make_palindrome(s):
    n = len(s)
    dp = [[0] * n for _ in range(n)]

    for i in range(n - 2, -1, -1):
        for j in range(i + 1, n):
            if s[i] == s[j]:
                dp[i][j] = dp[i + 1][j - 1]
            else:
                dp[i][j] = 1 + min(dp[i + 1][j], dp[i][j - 1])

    return dp[0][n - 1]
```

",,
"```python
from collections import deque
def longestSubarray(nums, limit):
    max_deque = deque()
    min_deque = deque()
    left, right, longest = 0, 0, 0
    
    while right < len(nums):
        while max_deque and nums[right] > max_deque[-1]: max_deque.pop()
        while min_deque and nums[right] < min_deque[-1]: min_deque.pop()
        
        max_deque.append(nums[right])
        min_deque.append(nums[right])
        
        while max_deque[0] - min_deque[0] > limit:
            if max_deque[0] == nums[left]: max_deque.popleft()
            if min_deque[0] == nums[left]: min_deque.popleft()
            left += 1
        
        longest = max(longest, right - left + 1)
        right += 1
    
    return longest
```

",,
"```python
import heapq

def kthSmallest(mat, k):
    m, n = len(mat), len(mat[0])
    minHeap = [(mat[0][0], 0, 0)]

    visited = set([(0, 0)])
    count = 0

    while minHeap:
        cur = heapq.heappop(minHeap)
        sum, row, col = cur

        count += 1
        if count == k:
            return sum

        if row + 1 < m and (row + 1, col) not in visited:
            visited.add((row + 1, col))
            heapq.heappush(minHeap, (sum - mat[row][col] + mat[row + 1][col], row + 1, col))
        
        if col + 1 < n and (row, col + 1) not in visited:
            visited.add((row, col + 1))
            heapq.heappush(minHeap, (sum - mat[row][col] + mat[row][col + 1], row, col + 1))

    return -1
```

",,
"```python
def build_array(target, n):
    result = []
    current = 1
    for num in target:
        while current < num:
            result.append(""Push "")
            result.append(""Pop "")
            current += 1
        result.append(""Push "")
        current += 1
    return result
```

",,
"```python
def make_connected(n, connections):
    adj_list = [[] for _ in range(n)]
    visited = [False] * n
    components = 0
    extra_edges = 0

    for a, b in connections:
        adj_list[a].append(b)
        adj_list[b].append(a)

    for i in range(n):
        if not visited[i]:
            components += 1
            stack = [i]

            while stack:
                current = stack.pop()

                if not visited[current]:
                    visited[current] = True

                    for neighbor in adj_list[current]:
                        if not visited[neighbor]:
                            stack.append(neighbor)
                        else:
                            extra_edges += 1

    extra_needed = components - 1

    if extra_edges >= extra_needed:
        return extra_needed

    return -1
```


",,
"```python
def minimum_distance(word: str) -> int:
    def dp(first: int, second: int, pos: int) -> int:
        if pos == len(word): return 0
        
        ans = float('inf')
        for i in [first, second]:
            if i != -1:
                dx = abs(ord(word[pos]) - ord(word[i])) % 6
                dy = abs(ord(word[pos]) - ord(word[i])) // 6
                ans = min(ans, min(dx, dy) * 2 + max(dx, dy))
        ans += dp(first, second, pos + 1)

        if first == -1 or second == -1:
            ans = min(ans, dp(pos if first == -1 else first, ord(word[pos]), pos + 1))

        return ans
    
    return dp(-1, -1, 0)
```


",,
"```python
def number_of_steps(num):
    steps = 0
    while num:
        steps += 1 if num % 2 == 0 else 2
        num >>= 1
    return steps - 1
```

",,
"```python
def angleClock(hour: int, minutes: int) -> float:
    minute_angle = 6 * minutes
    hour_angle = 30 * hour + 0.5 * minutes
    angle = abs(hour_angle - minute_angle)
    return min(angle, 360 - angle)
```

",,
"```python
def minJumps(arr):
    n = len(arr)
    maxReach = arr[0]
    step = arr[0]
    jumps = 1

    if n == 1:
        return 0

    for i in range(1, n):
        if i == n - 1:
            return jumps

        maxReach = max(maxReach, i + arr[i])

        step -= 1

        if step == 0:
            jumps += 1
            step = maxReach - i

    return -1
```

",,
"```python
def maximum69Number(num: int) -> int:
    num_str = list(str(num))
    for i, c in enumerate(num_str):
        if c == '6':
            num_str[i] = '9'
            break
    return int(''.join(num_str))
```

",,
"```python
def largestNumber(cost, target):
    dp = ["""" for _ in range(target + 1)]
    dp[0] = """"

    for i in range(9):
        for j in range(cost[i], target + 1):
            if dp[j - cost[i]] != None and len(dp[j - cost[i]]) < j - cost[i] \
               and (dp[j] == None or len(dp[j - cost[i]]) + 1 > len(dp[j])):
                dp[j] = dp[j - cost[i]] + str(i + 1)

    return dp[target] if dp[target] else ""0""
```

",,
"```python
def removeLeafNodes(root, target):
    if not root:
        return None
    root.left = removeLeafNodes(root.left, target)
    root.right = removeLeafNodes(root.right, target)
    if not root.left and not root.right and root.val == target:
        return None
    return root
```


",,
"```python
def min_taps(n, ranges):
    intervals = [0] * (n + 1)
    for i in range(n + 1):
        left = max(0, i - ranges[i])
        right = min(n, i + ranges[i])
        intervals[left] = max(intervals[left], right - left)

    position, total_taps, max_reach = 0, 0, 0
    while position < n:
        max_reach = max(max_reach, position + intervals[position])
        if max_reach == position:
            return -1
        position = max_reach
        total_taps += 1

    return total_taps
```

",,
"```python
from typing import List

def peopleIndexes(favoriteCompanies: List[List[str]]) -> List[int]:
    result = []
    companySets = [set(companies) for companies in favoriteCompanies]

    for i, companies in enumerate(companySets):
        isSubset = False
        for j, otherCompanies in enumerate(companySets):
            if i != j and companies.issubset(otherCompanies):
                isSubset = True
                break
        if not isSubset:
            result.append(i)

    return result
```

",,
"```python
def numPoints(darts, r):
    n = len(darts)
    result = 1
    
    for i in range(n):
        for j in range(n):
            cnt = 0
            for k in range(n):
                dx = darts[i][0] - darts[k][0]
                dy = darts[i][1] - darts[k][1]
                if (dx * dx + dy * dy) ** 0.5 <= r:
                    cnt += 1
                    
            if cnt > result:
                result = cnt
                
    return result
```

",,
"```python
def filter_restaurants(restaurants, vegan_friendly, max_price, max_distance):
    def custom_compare(a, b):
        if a[1] == b[1]:
            return b[0] - a[0]
        return b[1] - a[1]

    filtered_restaurants = [
        r for r in restaurants
        if (vegan_friendly == 0 or r[2] == vegan_friendly) and r[3] <= max_price and r[4] <= max_distance
    ]

    filtered_restaurants.sort(key=lambda r: (r[1], r[0]), reverse=True)

    return [r[0] for r in filtered_restaurants]
```

",,
"```python
def findTheCity(n, edges, distanceThreshold):
    INF = float(""inf"")
    dist = [[INF] * n for _ in range(n)]

    for i in range(n):
        dist[i][i] = 0

    for fr, to, w in edges:
        dist[fr][to] = dist[to][fr] = w

    for k in range(n):
        for i in range(n):
            for j in range(n):
                dist[i][j] = min(dist[i][j], dist[i][k] + dist[k][j])

    res, minReachable = -1, n + 1
    for i in range(n):
        cnt = sum(1 for d in dist[i] if d <= distanceThreshold)
        if cnt <= minReachable:
            minReachable = cnt
            res = i

    return res
```


",,
"```python
def minDifficulty(jobDifficulty, d):
    n = len(jobDifficulty)
    if n < d: return -1
    dp = [[float(""inf"")] * n for _ in range(d)]

    dp[0][0] = jobDifficulty[0]
    for i in range(1, n):
        dp[0][i] = max(dp[0][i-1], jobDifficulty[i])

    for i in range(1, d):
        for j in range(i, n):
            maxD = jobDifficulty[j]
            for k in range(j, i - 1, -1):
                maxD = max(maxD, jobDifficulty[k])
                dp[i][j] = min(dp[i][j], dp[i-1][k-1] + maxD)

    return dp[d-1][n-1]
```


",,
"```python
def sortByBits(arr):
    return sorted(arr, key=lambda x: (bin(x).count('1'), x))
```


",,
"```python
def numberOfSubstrings(s: str) -> int:
    res, i, count = 0, 0, [0, 0, 0]
    
    for j, ch in enumerate(s):
        count[ord(ch) - ord('a')] += 1
        
        while count[0] > 0 and count[1] > 0 and count[2] > 0:
            count[ord(s[i]) - ord('a')] -= 1
            i += 1
            
        res += i
    
    return res
```

",,
"```python
def countOrders(n: int) -> int:
    MOD = 10**9 + 7
    ans = 1
    for i in range(1, n + 1):
        ans = ans * (2 * i - 1) * i % MOD
    return ans
```

",,
"```python
def checkIfPrerequisite(numCourses: int, prerequisites: List[List[int]], queries: List[List[int]]) -> List[bool]:
    adj_matrix = [[False] * numCourses for _ in range(numCourses)]
    for pre in prerequisites:
        adj_matrix[pre[0]][pre[1]] = True

    for k in range(numCourses):
        for i in range(numCourses):
            for j in range(numCourses):
                adj_matrix[i][j] = adj_matrix[i][j] or (adj_matrix[i][k] and adj_matrix[k][j])

    return [adj_matrix[query[0]][query[1]] for query in queries]
```


",,
"```python
from typing import List
import heapq

def kWeakestRows(mat: List[List[int]], k: int) -> List[int]:
    soldier_rows = [(row.count(1), i) for i, row in enumerate(mat)]
    heapq.heapify(soldier_rows)
    return [heapq.heappop(soldier_rows)[1] for _ in range(k)]
```


",,
"```python
from collections import Counter

def minSetSize(arr):
    count = Counter(arr)
    freq = list(count.values())
    freq.sort(reverse=True)

    removed, setSize = 0, 0
    for f in freq:
        removed += f
        setSize += 1
        if removed * 2 >= len(arr):
            return setSize

    return 0
```


",,
"```python
class TreeNode:
    def __init__(self, x):
        self.val = x
        self.left = None
        self.right = None

class Solution:
    def maxProduct(self, root: TreeNode) -> int:
        def dfs(node):
            if not node:
                return 0
            return node.val + dfs(node.left) + dfs(node.right)

        def dfs2(node, half):
            nonlocal result

            if not node:
                return 0
            cur_sum = node.val + dfs2(node.left, half) + dfs2(node.right, half)
            result = max(result, (total - cur_sum) * cur_sum)
            return cur_sum

        total = dfs(root)
        result = 0
        dfs2(root, total / 2)
        return result % (10**9 + 7)
```

",,
"```python
def maxJumps(arr, d):
    n = len(arr)
    dp = [1] * n

    def helper(idx):
        if dp[idx] > 1:
            return dp[idx]
        maximum = 1
        for i in range(1, d + 1):
            if idx + i < n and arr[idx] <= arr[idx + i]:
                break
            if idx + i < n:
                maximum = max(maximum, 1 + helper(idx + i))

            if idx - i >= 0 and arr[idx] <= arr[idx - i]:
                break
            if idx - i >= 0:
                maximum = max(maximum, 1 + helper(idx - i))
        
        dp[idx] = maximum
        return maximum

    for i in range(n):
        helper(i)

    return max(dp)
```


",,
"```python
from math import factorial

def count_combinations(balls, combinations, curr_ball):
    total_combinations = 1
    for i in range(curr_ball):
        total_combinations *= factorial(balls[i] + combinations[i]) / (factorial(balls[i]) * factorial(combinations[i]))

    return total_combinations

def dfs(balls, combinations, curr_ball):
    if curr_ball == len(balls):
        if combinations[-1] == combinations[0]:
            return count_combinations(balls, combinations, curr_ball)
        else:
            return 0

    result = 0
    for i in range(balls[curr_ball] + 1):
        combinations.append(i)
        result += dfs(balls, combinations, curr_ball + 1)
        combinations.pop()

    return result

def get_probability(balls):
    sum_balls = sum(balls)

    total_combinations = 1
    for ball in balls:
        total_combinations *= factorial(ball)

    combinations = []
    return dfs(balls, combinations, 0) / total_combinations
```

",,
"```python
def min_steps(s, t):
    count_s = [0] * 26
    count_t = [0] * 26
    steps = 0
    
    for c in s:
        count_s[ord(c) - ord('a')] += 1
    for c in t:
        count_t[ord(c) - ord('a')] += 1
    
    for i in range(26):
        steps += abs(count_s[i] - count_t[i])
    
    return steps // 2
```

",,
